119,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,16,PHILLIP Elinah A,2000,18,British Virgin Is.,26.22,735,621
120,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,17,SEMIZHON Alena,2003,15,Belarus,26.32,727,687
121,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,18,IKEMOTO Nagisa,2002,16,Japan,26.52,711,631
122,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,19,DELGADO Anicka R,2002,16,Ecuador,26.78,690,609
123,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,20,MALUKA Ieva,2003,15,Latvia,26.80,688,644
124,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,21,MOORE Madelyn,2000,18,Bermuda,26.81,688,569
125,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,22,CHUE Christie May Mun Ee,2000,18,Singapore,26.83,686,567
126,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,23,SANSORES Tayde,2000,18,Mexico,27.01,673,552
127,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,24,JURCZYK Karolina,2001,17,Poland,27.07,668,549
128,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,25,POTOCKA Tamara,2002,16,Slovakia,27.10,666,581
129,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,26,MOHAMED ABOUZAID Enjy,2000,18,Egypt,27.12,664,543
130,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,27,KRITININA Natalya,2001,17,Uzbekistan,27.13,664,544
131,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,28,MARIN Ines,2001,17,Chile,27.16,661,541
132,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,28,JUNEVIK Sara,2000,18,Sweden,27.16,661,539
133,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,30,BAIKOVA Arina,2000,18,Latvia,27.22,657,534
134,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,31,JORUNNARDOTTIR Snaefridu Sol,2000,18,Iceland,27.34,648,524
135,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,32,MENCIA MARTINEZ Mariel,2001,17,Dominican Republic,27.37,646,523
136,7-12Oct2018,BuenosAires(ARG),III Youth Olympic Games,Women,Freestyle,50,m,Prelim,11 Oct 2018 - 1:00,33,MACDONALD Emily,2003,15,Jamaica,27.51,636,584
